attrib_name,average surv>24 months,average surv<24 months,log2FC stratified by survival
TLE6,-0.30947404,0.310278873,0.619752913
NRXN2,-0.372389545,0.247274287,0.619663832
HTR2A,-0.182871906,0.436406648,0.619278554
SLC38A1,-0.287570199,0.331697166,0.619267365
SERINC2,-0.313650427,0.305167438,0.618817865
GPR114,-0.370968492,0.247709613,0.618678105
KLRG1,-0.215280903,0.403198756,0.618479659
DNMT3B,-0.302190789,0.315620934,0.617811724
PAOX,-0.267280405,0.349548169,0.616828575
FCN1,-0.131209459,0.485548525,0.616757984
CHST8,-0.192868492,0.423794161,0.616662653
SLITRK6,-0.076551743,0.539957898,0.61650964
S100A6,-0.274710384,0.341037922,0.615748306
GREM1,-0.245275213,0.369999007,0.615274221
HSPA6,-0.239453414,0.37513313,0.614586544
C20orf118,-0.284212091,0.329954746,0.614166837
PHEX,-0.289053663,0.325096195,0.614149858
TMEM121,-0.247578414,0.365995688,0.613574102
BATF3,-0.303669346,0.309537952,0.613207298
TNS3,-0.304631188,0.307988968,0.612620156
IL10,-0.200129623,0.412101113,0.612230736
ELOVL7,-0.141949111,0.47000631,0.611955421
KIF16B,-0.254091856,0.356517848,0.610609704
MYLK,-0.150534531,0.460012729,0.61054726
LMNA,-0.47731394,0.133116247,0.610430188
LOC144571,-0.18505441,0.424522712,0.609577122
CFH,-0.079358464,0.530077874,0.609436338
PLD2,-0.255858926,0.353141723,0.609000649
HIP1,-0.397014118,0.211945702,0.608959821
EHD2,-0.093147866,0.515524653,0.608672519
MIR155HG,-0.353801565,0.254563673,0.608365238
EBI3,-0.308757504,0.299331552,0.608089056
NUDT14,-0.286243741,0.320944611,0.607188352
MTMR11,-0.159778698,0.446415822,0.60619452
FPR1,-0.176700071,0.428767112,0.605467184
WBP2NL,-0.283424858,0.321712656,0.605137513
C10orf58,-0.010978841,0.593630816,0.604609657
MFSD2A,-0.314850498,0.289731595,0.604582093
BAI3,-0.1567383,0.447765856,0.604504156
C22orf26,-0.368051245,0.235928216,0.60397946
PRSS36,-0.367466714,0.236491656,0.60395837
TLL2,-0.256928058,0.346538626,0.603466684
PARP3,-0.305689474,0.297276259,0.602965733
PCLO,-0.151721906,0.451175536,0.602897442
RHOC,-0.23781522,0.364450211,0.602265432
PZP,-0.198061949,0.404101321,0.60216327
STAT4,-0.238182468,0.363781039,0.601963507
HTATIP2,-0.278895697,0.322681868,0.601577565
B3GAT1,-0.256877383,0.344527311,0.601404693
SLC5A5,-0.325287731,0.275532395,0.600820126
USP18,-0.192347617,0.408270133,0.60061775
COL6A4P2,-0.215874253,0.384683202,0.600557455
DNAJC6,-0.136285811,0.463284277,0.599570088
ABCG1,-0.260254232,0.33841005,0.598664282
CRISPLD1,-0.300072653,0.297989837,0.59806249
NHSL2,-0.26680096,0.33105131,0.59785227
C6orf81,-0.377758393,0.219170663,0.596929056
ENAM,-0.266876031,0.329747509,0.59662354
RHBDF2,-0.379996017,0.216484527,0.596480544
HLA-DMB,-0.265978947,0.330386884,0.596365831
C6orf97,-0.31989175,0.275400467,0.595292216
CRIP2,-0.411397084,0.183853289,0.595250373
SLC12A8,-0.321999075,0.273162995,0.595162071
TBXA2R,-0.326706757,0.268410898,0.595117655
C4BPB,-0.185782788,0.40916324,0.594946028
TREML1,-0.173765683,0.420871356,0.594637039
KCNJ16,-0.264300213,0.330086535,0.594386748
MANSC1,-0.175598044,0.417939698,0.593537742
AGAP1,-0.079623613,0.513409337,0.59303295
LGALS3BP,-0.403361273,0.189604624,0.592965897
CTTNBP2NL,-0.173544097,0.419134734,0.592678831
BCAT1,-0.301963869,0.290262215,0.592226084
PTGFR,-0.244093243,0.347819398,0.591912641
MICAL2,-0.219616216,0.371539544,0.59115576
C20orf203,-0.279318279,0.31152278,0.590841059
ABCB11,-0.171767141,0.418656579,0.59042372
GPR142,-0.237117959,0.353263176,0.590381135
CCR1,-0.232000533,0.358054326,0.59005486
LFNG,-0.351436984,0.238015537,0.589452521
FCGR2B,-0.287862055,0.300980099,0.588842154
ULBP3,-0.252441821,0.335877048,0.588318869
UNC93B1,-0.371290505,0.217000044,0.588290549
PDE9A,-0.285020697,0.300446006,0.585466703
ACP6,-0.224637731,0.360765992,0.585403724
LOC284551,-0.314727525,0.270633856,0.58536138
PAX8,-0.374592141,0.210694736,0.585286876
CCR5,-0.244623435,0.339962464,0.584585899
GGT1,-0.351709175,0.232724143,0.584433318
BTN1A1,-0.291245341,0.292757062,0.584002404
UBXN10,-0.197924147,0.385221944,0.58314609
FAM157B,-0.227671977,0.355125688,0.582797666
LRRC32,-0.102577738,0.48012924,0.582706978
PKIB,-0.389650533,0.192037164,0.581687698
CCL22,-0.283792105,0.297768494,0.581560599
MVP,-0.337932255,0.241921094,0.579853349
SDSL,-0.379004232,0.200797453,0.579801685
ACOX2,-0.156146515,0.423505193,0.579651708
LOC152225,-0.332938407,0.246344258,0.579282665
ETS2,-0.322155761,0.256815523,0.578971284
ITGB2,-0.355925711,0.222225751,0.578151463
RRAS,-0.262856508,0.314313401,0.577169909
SYTL3,-0.206769808,0.370046518,0.576816326
HCG4,-0.152493457,0.423272103,0.575765559
ANKFN1,-0.180919381,0.394124065,0.575043446
ATP2C2,-0.225833855,0.348816819,0.574650673
ARHGEF35,-0.253082788,0.321375563,0.574458351
HAS2,-0.19360857,0.38084437,0.574452941
ONECUT2,-0.362166856,0.212214594,0.57438145
POU2F2,-0.26201931,0.312351774,0.574371084
CARD11,-0.247122617,0.327156957,0.574279574
KAZALD1,-0.09523197,0.478574931,0.573806902
VNN3,-0.106614225,0.466680567,0.573294792
KLHDC8A,-0.18378357,0.388599885,0.572383456
GH1,-0.280232361,0.291372364,0.571604726
SERPINI1,-0.174646017,0.396789479,0.571435496
GPRIN1,-0.277194026,0.294076108,0.571270133
SRPX2,-0.161850142,0.409395729,0.571245871
C20orf200,-0.488907361,0.082066119,0.570973481
SLCO4A1,-0.332580619,0.238281841,0.570862459
UST,-0.240963976,0.329670503,0.570634478
PHLDA2,-0.376135917,0.194471237,0.570607154
C21orf63,-0.182654018,0.387851958,0.570505977
GPC3,-0.215909708,0.35456555,0.570475258
KCNIP1,-0.315654587,0.254611359,0.570265947
TMPRSS6,-0.264615043,0.305362273,0.569977316
C4orf50,-0.275745519,0.293699478,0.569444998
PTPN20B,-0.197715007,0.37085286,0.568567868
FAM116B,-0.421839687,0.146632873,0.56847256
TSPAN32,-0.344769666,0.223108038,0.567877704
MLF1,-0.105149111,0.462389916,0.567539027
PDK4,-0.123552703,0.442795514,0.566348216
OAS3,-0.257860633,0.308106827,0.56596746
DPP4,-0.17375377,0.391521448,0.565275217
SYN2,-0.243604659,0.320600401,0.56420506
HOXB7,-0.452578805,0.110921356,0.563500161
PECAM1,-0.263660384,0.299704956,0.56336534
RASGRP4,-0.358087127,0.204976071,0.563063198
C15orf26,-0.124210526,0.438645444,0.562855971
ZNF462,0.014310633,0.576162024,0.561851391
PDCD1,-0.287071764,0.274679562,0.561751326
NUDT8,-0.322894452,0.238681625,0.561576077
CD274,-0.160433464,0.401024051,0.561457515
IFIT2,-0.213604908,0.34780642,0.561411327
TTC16,-0.274458393,0.286725642,0.561184034
CPS1,-0.039739723,0.520140278,0.55988
DTX4,-0.238260277,0.320924063,0.55918434
MPZL3,-0.225074751,0.333038156,0.558112907
TGM3,-0.295879018,0.261947155,0.557826174
SLAMF1,-0.228288478,0.329345939,0.557634417
CASP5,-0.254450391,0.302975521,0.557425913
LRP1B,-0.305910028,0.25140873,0.557318759
VCAN,-0.082727738,0.474428918,0.557156656
MEF2C,-0.171206543,0.385488227,0.556694771
IFIT3,-0.245408606,0.310669193,0.556077799
C10orf140,-0.408474431,0.147520529,0.55599496
CHAC1,-0.217037376,0.338875761,0.555913137
SCAMP5,-0.198139545,0.357226328,0.555365873
CDC42EP3,-0.27305441,0.281682393,0.554736803
CRYM,-0.091839865,0.462536489,0.554376354
KIAA1324L,-0.067346586,0.486971775,0.554318361
LOC654433,-0.358100818,0.195345874,0.553446692
CD4,-0.225310028,0.327990662,0.553300691
CES8,-0.320690718,0.232314414,0.553005133
VIT,-0.28696394,0.265980809,0.552944749
SNX25,-0.232821977,0.320090214,0.552912191
APOL3,-0.200533606,0.352359504,0.55289311
CD276,-0.299453805,0.253037779,0.552491584
HBBP1,-0.20781522,0.34441765,0.552232871
KCNH3,-0.236833286,0.314940911,0.551774197
NGFRAP1,-0.129020875,0.422218075,0.55123895
CLEC4C,-0.110840754,0.440194157,0.551034911
CD300LF,-0.327864972,0.222438305,0.550303276
DTX3,-0.119369559,0.43056399,0.549933549
ABLIM1,-0.173866821,0.375797589,0.54966441
DPYSL2,-0.249365861,0.300242269,0.549608129
TNFAIP2,-0.310026174,0.239306494,0.549332667
GBP4,-0.171959388,0.376928162,0.54888755
MAGED4B,-0.190393634,0.358427367,0.548821001
TMEM144,-0.237158677,0.311654112,0.548812789
KIAA1609,-0.253143634,0.295566566,0.5487102
C21orf70,-0.320732148,0.226592873,0.547325021
CLCN1,-0.312409246,0.234868098,0.547277344
HMOX1,-0.171734957,0.375285942,0.547020899
KIR2DL3,-0.21069463,0.335958258,0.546652888
TUFT1,-0.133791927,0.412697224,0.546489151
MARCO,-0.110770164,0.435694951,0.546465115
ZNF385A,-0.294855619,0.251496822,0.546352441
CAPN6,-0.190852952,0.355363578,0.54621653
FAM171B,-0.036640327,0.509182615,0.545822942
ZNF835,-0.137282183,0.407838702,0.545120886
PI4K2A,-0.198264403,0.346493158,0.544757561
BATF2,-0.249603414,0.294263199,0.543866613
TBC1D9,-0.17351803,0.370135807,0.543653837
ZBTB38,-0.187276778,0.355712278,0.542989056
AFF3,-0.241562091,0.30126182,0.542823911
CXCR3,-0.201252169,0.340861847,0.542114017
XKR6,-0.179702169,0.362148428,0.541850597
CD80,-0.192461451,0.349307882,0.541769333
TPD52L1,-0.139897795,0.401302847,0.541200642
SLC41A1,-0.07071458,0.470115766,0.540830346
SHISA4,-0.20014655,0.340371885,0.540518435
SLC12A3,-0.219259139,0.321215654,0.540474793
TDRD1,-0.202313549,0.337361047,0.539674596
AKR1C1,-0.111056046,0.427988883,0.539044929
ST8SIA5,-0.20679495,0.33179865,0.5385936
CSPG4,-0.396744381,0.141485056,0.538229438
C4orf39,-0.268266181,0.269934934,0.538201114
KCNQ2,-0.337678698,0.199826101,0.5375048
SH2D2A,-0.209973613,0.327162749,0.537136362
MICAL1,-0.277783713,0.258981938,0.536765651
C5AR1,-0.173776885,0.361639074,0.535415959
OXGR1,-0.318178236,0.217167419,0.535345656
TMEM105,-0.338311202,0.196730402,0.535041604
SLC7A11,-0.189948578,0.344406646,0.534355224
C14orf73,-0.135174751,0.398800423,0.533975174
TPD52,-0.132174716,0.400564194,0.53273891
MYBPHL,-0.280169203,0.252414299,0.532583502
BMP2,-0.049410028,0.48308664,0.532496668
CES3,-0.21508389,0.316584309,0.531668199
SASH1,-0.031650284,0.499883508,0.531533793
RRAD,-0.299279623,0.231599361,0.530878984
CSF1,-0.113518172,0.41718919,0.530707362
TLR9,-0.310116963,0.220446456,0.530563419
SYT17,-0.313330583,0.217122645,0.530453229
CBLN3,-0.205065043,0.324941863,0.530006906
ZNF366,-0.134902703,0.394507855,0.529410558
SLIT1,-0.249451991,0.279954394,0.529406385
CYP2C9,-0.243023186,0.285777344,0.52880053
LRP1,-0.079487411,0.449081843,0.528569254
KNDC1,-0.302173293,0.226332929,0.528506222
GPR110,-0.166995626,0.360692248,0.527687874
PSAT1,-0.21296042,0.314657883,0.527618302
KHDC1,-0.283009602,0.244542764,0.527552366
TRNP1,-0.174459922,0.352441287,0.526901209
ZNF703,-0.22742059,0.299170095,0.526590685
ST6GALNAC4,-0.229013087,0.297294779,0.526307866
CAPN5,-0.251890434,0.274253813,0.526144247
IFIT5,-0.229053912,0.294952336,0.524006247
ITLN1,-0.174194844,0.349399551,0.523594395
PC,-0.129251458,0.394277911,0.523529369
DYNC1I1,-0.111046159,0.412401017,0.523447177
ITGA3,-0.222065327,0.30120526,0.523270587
NPC1L1,-0.212049751,0.311043299,0.52309305
NEDD9,-0.213396195,0.309034392,0.522430587
PARVB,-0.2770101,0.245226817,0.522236917
PAK1,-0.240357183,0.28182182,0.522179004
WBSCR27,-0.244175996,0.277317549,0.521493545
EPHB2,-0.157841287,0.363584679,0.521425966
APOL4,-0.180091038,0.341029205,0.521120244
MYO3B,-0.169528094,0.351299609,0.520827703
ADRB1,-0.442359282,0.078376272,0.520735553
TMEM40,-0.077158855,0.443492219,0.520651074
RUFY4,-0.107611273,0.412988814,0.520600087
S1PR5,-0.201133926,0.319317183,0.520451109
ARID5B,-0.247926849,0.272138499,0.520065348
HLA-DQA1,-0.174483357,0.345313428,0.519796785
TUBAL3,-0.01732909,0.502237055,0.519566145
LCN10,-0.224469666,0.295043102,0.519512767
TRIM15,-0.225861664,0.292806961,0.518668626
FAM124A,-0.30051202,0.218140032,0.518652052
CPNE3,-0.20015633,0.317363715,0.517520045
RNFT2,-0.213753343,0.303532724,0.517286066
PLA2G2F,-0.235136878,0.28181455,0.516951427
DGAT2,-0.084112945,0.432314407,0.516427351
PPFIA4,-0.172432077,0.343554967,0.515987043
FAM47E,-0.394762767,0.121091054,0.515853821
LEPREL1,-0.046257966,0.469397003,0.515654969
IFFO2,-0.252973578,0.262554933,0.51552851
KRT23,-0.194824538,0.320550912,0.51537545
LRRC7,-0.195173151,0.320132891,0.515306042
FCER1A,-0.06517027,0.450053307,0.515223578
TUBA4A,-0.106574324,0.408574121,0.515148445
ID1,-0.219970804,0.294982552,0.514953356
HDAC11,-0.2827016,0.231481149,0.514182749
PFKM,-0.157091394,0.357052301,0.514143695
PCDH12,-0.176701494,0.337432995,0.514134488
HLX,-0.345764367,0.168092541,0.513856908
TNFSF12-TNFSF13,-0.330534708,0.183280704,0.513815412
GP6,-0.247619666,0.26563756,0.513257225
TG,-0.223836629,0.289209437,0.513046066
KIF19,-0.170575071,0.342202545,0.512777616
BAIAP3,-0.367840754,0.144597106,0.51243786
FGL2,-0.233270519,0.278900539,0.512171058
C10orf91,-0.295017532,0.216938048,0.51195558
CHST15,-0.112724182,0.399191728,0.51191591
DUSP7,-0.268123257,0.243085896,0.511209153
FGD4,-0.21890761,0.2920797,0.51098731
SLC1A7,-0.246471586,0.264306785,0.510778371
ARHGEF5,-0.240310704,0.270072116,0.51038282
IL31RA,-0.267882788,0.242259402,0.51014219
GPR132,-0.243233357,0.266871321,0.510104678
SPAG1,-0.221872262,0.287865075,0.509737337
PROS1,0.011291358,0.520405142,0.509113784
BCL2L11,-0.234411878,0.274177043,0.508588921
SH2D3A,-0.223145377,0.285383214,0.508528591
CXCL16,-0.159138407,0.349252702,0.508391109
RCAN1,-0.226220946,0.281994275,0.508215221
MDGA2,-0.108066358,0.400136798,0.508203157
TNFSF15,-0.175411949,0.332483855,0.507895804
PDE4DIP,-0.226309957,0.281558339,0.507868297
LOC400931,-0.342283464,0.165522651,0.507806115
IRF7,-0.274684139,0.232916291,0.507600431
UCP2,-0.289090078,0.218430664,0.507520742
FOLR2,-0.092515932,0.413851155,0.506367086
ALOX5AP,-0.21750409,0.288858294,0.506362383
EPHB3,-0.267047404,0.238817881,0.505865285
CD101,-0.192598009,0.312837794,0.505435803
KIAA0513,-0.220212269,0.284999778,0.505212047
G6PC,-0.304712767,0.200233096,0.504945862
CHIC1,-0.171299716,0.333527272,0.504826987
CD1E,-0.176616216,0.32754148,0.504157697
P2RY13,-0.207041999,0.297026985,0.504068983
IER3,-0.219029374,0.284938817,0.503968191
IL21R,-0.208070982,0.29579957,0.503870552
CPM,-0.186679801,0.316910492,0.503590293
MORC1,-0.268545626,0.234786587,0.503332213
FNDC7,-0.272547262,0.230418308,0.50296557
ARHGAP31,-0.135532966,0.366833479,0.502366445
NCAM1,-0.250062162,0.252254413,0.502316576
TLR6,-0.244331081,0.257828014,0.502159095
AMHR2,-0.169088798,0.332033021,0.501121819
MICALCL,-0.170896479,0.329917334,0.500813813
CT45A4,-0.236179765,0.264396252,0.500576017
EPHX2,-0.101481935,0.399082127,0.500564061
TTC39B,-0.148114296,0.352387332,0.500501628
SPRED1,0.02385096,0.523817184,0.499966224
C21orf90,-0.182856899,0.316970729,0.499827628
CCR10,-0.254074289,0.245591852,0.499666141
SMAD3,-0.226804054,0.271513418,0.498317472
FLOT1,-0.218140825,0.280073283,0.498214108
PPP2R2B,-0.146266607,0.350848478,0.497115085
OR2L13,-0.140635597,0.356452644,0.497088241
C17orf87,-0.258337376,0.238463408,0.496800784
EREG,0.070450853,0.567016193,0.49656534
GSTM3,-0.088744132,0.407695563,0.496439695
FLJ33360,-0.264129018,0.231747948,0.495876966
LCN12,-0.258586238,0.236722802,0.495309039
NBPF4,-0.170225107,0.324997823,0.49522293
SLC11A1,-0.194107859,0.300644845,0.494752704
ADAP2,-0.183479339,0.311232318,0.494711656
STARD4,-0.20592596,0.288465159,0.494391119
CDC42EP1,-0.201068065,0.293191838,0.494259903
APOD,-0.087122404,0.407022916,0.49414532
NCF1B,-0.222744666,0.270814766,0.493559432
KIF17,-0.236832752,0.256665966,0.493498718
GLYATL2,-0.243351138,0.249932293,0.493283431
LYNX1,-0.246735064,0.245974314,0.492709378
GPR27,-0.420371657,0.071672395,0.492044052
SELPLG,-0.286474111,0.205547058,0.492021169
CEACAM21,-0.242995341,0.248681668,0.491677009
COL29A1,-0.152405939,0.339223919,0.491629857
LOC285696,-0.14573574,0.345808643,0.491544383
PPARD,-0.190631366,0.300622237,0.491253603
RHOBTB2,-0.27726074,0.213675731,0.490936471
UPB1,-0.229139758,0.261553302,0.49069306
PHKA1,-0.109868421,0.380600316,0.490468737
KLC2,-0.236736558,0.253647503,0.49038406
CROCC,-0.231276174,0.259100982,0.490377155
PRKCE,-0.224522582,0.265580373,0.490102955
CCND3,-0.258326814,0.231704523,0.490031336
NUP62CL,-0.023098009,0.466410954,0.489508963
FLJ45445,-0.199438585,0.289811709,0.489250293
PPP1R13L,-0.242537447,0.245866567,0.488404014
AIFM2,-0.286524502,0.20163122,0.488155722
GARNL3,-0.100760349,0.387372601,0.488132949
MT1G,-0.269660562,0.217862699,0.487523261
SLC2A8,-0.154687589,0.332693033,0.487380622
SH3BP1,-0.325089758,0.162117207,0.487206965
TRIP10,-0.158067745,0.328961499,0.487029245
PPA1,-0.272336558,0.214624435,0.486960993
FCRL6,-0.149463193,0.337218405,0.486681599
FAM164A,-0.117083535,0.369181176,0.486264711
PTK6,-0.250156792,0.236002356,0.486159149
SH3RF2,-0.115218314,0.369379288,0.484597602
FAM49A,-0.220513336,0.263725278,0.484238613
CACNB1,-0.250143279,0.233787961,0.48393124
STAB1,-0.278968385,0.204823815,0.483792201
RMND5B,-0.218526671,0.26502716,0.483553831
TIMP4,-0.105314083,0.378228841,0.483542923
RNASE6,-0.246078627,0.237312156,0.483390783
HCP5,-0.132928129,0.350426816,0.483354945
OR2A7,-0.193418883,0.289367477,0.482786361
GCET2,-0.232913442,0.249824507,0.48273795
ADCY7,-0.225212233,0.257520012,0.482732245
FBXO32,-0.18193165,0.300737621,0.482669271
EFHA2,-0.118673933,0.363643215,0.482317149
FAM38B,-0.01664776,0.465127872,0.481775632
GP5,-0.098759139,0.382547279,0.481306418
OXCT2,-0.143926778,0.337296361,0.481223139
PADI3,-0.305858393,0.175223902,0.481082294
SLC7A7,-0.095198969,0.385668217,0.480867186
C17orf54,-0.239347902,0.241294723,0.480642625
RAP1GAP,-0.102139829,0.378023024,0.480162853
EGR2,-0.277778023,0.202140714,0.479918737
SEC14L5,-0.125663834,0.354245693,0.479909527
B9D1,-0.230078841,0.249536382,0.479615223
ANGPT1,-0.235135669,0.243769312,0.478904981
SYNPO2L,-0.240604908,0.237993632,0.478598539
LOC285847,-0.328513193,0.149498359,0.478011552
FAT3,-0.081510846,0.396384477,0.477895324
RBM9,-0.060882539,0.416966625,0.477849164
ABCA7,-0.276491607,0.20073147,0.477223078
H2AFJ,-0.212988798,0.26420928,0.477198078
GALM,-0.172736309,0.303751955,0.476488263
SLC2A6,-0.236728129,0.239618628,0.476346757
IL10RA,-0.147529125,0.328794403,0.476323529
LPIN3,-0.104002454,0.37217598,0.476178434
C10orf10,-0.153087198,0.323066627,0.476153825
DAPK1,-0.213850036,0.261718185,0.47556822
CYP2S1,-0.013954232,0.461152563,0.475106795
ARHGAP4,-0.325030334,0.150068549,0.475098883
LDLRAD2,-0.251988869,0.223046745,0.475035615
DUSP8,-0.196173791,0.278684004,0.474857795
RASGEF1A,-0.235060633,0.239563332,0.474623965
KLF9,-0.129893919,0.344158459,0.474052378
EPS8,-0.114763727,0.358457309,0.473221036
MBOAT2,-0.03569591,0.43749454,0.47319045
CXCR2,-0.207012696,0.265361579,0.472374275
C7orf72,-0.242520484,0.229213318,0.471733802
DPYSL3,-0.376282183,0.095444942,0.471727125
CASP1,-0.267101956,0.204236417,0.471338373
DYSF,-0.155151138,0.315844986,0.470996124
CTSL2,-0.160418599,0.31040283,0.470821428
PNOC,-0.147677774,0.32236141,0.470039184
GDPD2,-0.177781437,0.292050526,0.469831962
SPRED2,-0.201459211,0.267938782,0.469397992
KRT80,-0.237017568,0.232176678,0.469194246
SBF1P1,-0.233125107,0.235907471,0.469032578
SIGLEC11,-0.192998755,0.275420536,0.468419291
TCL1B,-0.212420519,0.255775576,0.468196096
CLDN4,-0.224713549,0.243309125,0.468022674
GIMAP8,-0.145504801,0.322479469,0.467984269
AFAP1L2,-0.006958357,0.460808464,0.467766821
P2RY12,-0.197037731,0.269870277,0.466908008
HOXB8,-0.504762091,-0.038299577,0.466462514
GLB1L2,-0.272150533,0.194149434,0.466299967
LAT2,-0.312421302,0.153824528,0.466245829
CELSR2,-0.211046017,0.255098406,0.466144423
LRIT3,-0.179639011,0.286470601,0.466109613
UPK3A,-0.175790398,0.289909241,0.465699639
PDLIM2,-0.279458179,0.185917618,0.465375798
SLC16A8,-0.313855192,0.151291454,0.465146646
CH25H,-0.137870341,0.326489855,0.464360197
PLCD3,-0.330443243,0.133388047,0.46383129
GBP2,-0.203467319,0.259885611,0.46335293
DMPK,-0.125319132,0.337948092,0.463267224
PDZD4,-0.1949633,0.268240947,0.463204247
TM7SF4,-0.265475284,0.197518947,0.462994232
TMEM38B,-0.235765469,0.227173606,0.462939076
MGLL,-0.235410171,0.227372697,0.462782868
PTGIR,-0.172610349,0.290144814,0.462755162
THBD,-0.089754481,0.372890975,0.462645456
NLRP7,-0.128891536,0.333734163,0.462625699
ENDOU,-0.251694061,0.210329773,0.462023834
SHB,-0.255019026,0.206809521,0.461828546
SH2D3C,-0.216973506,0.24480714,0.461780646
CALHM2,-0.265112553,0.196289413,0.461401966
FCGR3A,-0.186211522,0.275127834,0.461339356
1-Sep,-0.168527169,0.292690266,0.461217436
